class	count	class;label
Q28753832	2	'Go term'@en
Q286576	2	'register'@en
Q286300	2	'dress code'@en
Q2863	2	'cologne'@en
Q2858704	2	'appellation'@en
Q28379876	2	'multimedia container'@en
Q28328984	2	'village in Armenia'@en
Q2832080	2	'tropane alkaloids'@en
Q283202	2	'harbor'@en
Q28146196	2	'music database'@en
Q2811	2	'submarine'@en
Q28097443	2	'hour system'@en
Q27968055	2	'recurrent event edition'@en
Q27921916	2	'anthropomorphic character'@en
Q27863646	2	'mythical people'@en
Q27676416	2	'city or town'@en
Q276548	2	'secret society'@en
Q276453	2	'monster'@en
Q27554677	2	'former capital'@en
Q275186	2	'gang'@en
Q27506396	2	'magic item'@en
Q2746731	2	'parody music'@en
Q2742167	2	'religious community'@en
Q2736168	2	'historical nationality'@en
Q273320	2	'sibyl'@en
Q27303776	2	'anthropomorphic mouse or rat'@en
Q270791	2	'state-owned enterprise'@en
Q26971562	2	'comic format'@en
Q26896697	2	'baseball team season'@en
Q2671652	2	'medical test'@en
Q2662845	2	'plant disease'@en
Q26529	2	'space probe'@en
Q262882	2	'statutory city of Austria'@en
Q2627975	2	'ceremony'@en
Q2627400	2	'geographic envelope'@en
Q2604618	2	'fishing tackle'@en
Q25956	2	'space station'@en
Q25894868	2	'place type'@en
Q2576663	2	'engine configuration'@en
Q257391	2	'federal capital'@en
Q2555896	2	'municipality of Colombia'@en
Q25530138	2	'yuan'@en
Q25412763	2	'city in Chile'@en
Q25372	2	'drama'@en
Q253275	2	'lecture hall'@en
Q25235	2	'hour'@en
Q2515887	2	'pattern of behavior'@en
Q24905	2	'verb'@en
Q2462003	2	'instant messaging client'@en
Q24569309	2	'Tony Awards ceremony'@en
Q2441645	2	'sound format'@en
Q2438541	2	'manner of death'@en
Q24336490	2	'Norse mythical event'@en
Q24336068	2	'mythical war'@en
Q24336031	2	'mythical river'@en
Q24335044	2	'Norse mythical entity'@en
Q2432003	2	'deep-submergence vehicle'@en
Q24300735	2	'Handel society'@en
Q24296329	2	'mythological horse'@en
Q24229398	2	'agent'@en
Q241284	2	'geosphere'@en
Q2399482	2	'techno club'@en
Q23958852	2	'variable-order class'@en
Q23902005	2	'literary festival'@en
Q2373919	2	'intentional community'@en
Q2355426	2	'distress signal'@en
Q2351962	2	'raster graphics editor'@en
Q2347716	2	'paper-and-pencil game'@en
Q23392	2	'ice'@en
Q23296480	2	'highly touchable number'@en
Q2324556	2	'state media'@en
Q2319498	2	'landmark'@en
Q230752	2	'auditorium'@en
Q23015925	2	'demigod of Greek mythology'@en
Q2300494	2	'summer festival'@en
Q23002042	2	'private educational institution'@en
Q22999537	2	'vehicle family'@en
Q2298624	2	'soldier\'s song'@en
Q2294018	2	'color model'@en
Q2292572	2	'district of Costa Rica'@en
Q22923920	2	'territorial collectivity of France with special status'@en
Q22813674	2	'group of biblical humans'@en
Q22812564	2	'Japanese given name'@en
Q2276925	2	'municipality of Galicia'@en
Q2276525	2	'sound system'@en
Q2275640	2	'sexual preference'@en
Q22731	2	'stone'@en
Q22704163	2	'firearm model'@en
Q22687823	2	'Christian liturgical element'@en
Q22670030	2	'former French region'@en
Q2264955	2	'coastal spa'@en
Q226008	2	'Japanese idol'@en
Q2247863	2	'high proper-motion star'@en
Q2245405	2	'key event'@en
Q223557	2	'physical object'@en
Q2223653	2	'terrorist attack'@en
Q2199	2	'dwarf planet'@en
Q21869758	2	'delegated commune'@en
Q2182919	2	'alphabetic writing system'@en
Q2179958	2	'district of Peru'@en
Q217036	2	'leap year starting on Friday and ending on Saturday'@en
Q217024	2	'leap year starting on Monday and ending on Tuesday'@en
Q217019	2	'leap year starting on Thursday and ending on Friday'@en
Q216653	2	'window manager'@en
Q21562092	2	'imperative programming language'@en
Q21550639	2	'geometric concept'@en
Q21507383	2	'provincial or territorial capital city in Canada'@en
Q21506450	2	'military unit size class'@en
Q213441	2	'shop'@en
Q213369	2	'webcomic'@en
Q212930	2	'online shopping'@en
Q2127044	2	'gezang'@en
Q212441	2	'Estonia in the Eurovision Song Contest'@en
Q2120608	2	'function word'@en
Q2119819	2	'code of conduct'@en
Q21192438	2	'fictional species'@en
Q21191150	2	'fictional sibling group'@en
Q211364	2	'principle'@en
Q211236	2	'celebrity'@en
Q21114848	2	'magazine genre'@en
Q210980	2	'virtual community'@en
Q21076217	2	'art project'@en
Q21070598	2	'narrative entity'@en
Q21029893	2	'religious object'@en
Q210272	2	'cultural heritage'@en
Q21010817	2	'city of Pennsylvania'@en
Q21009059	2	'Class IIIB combustible liquid'@en
Q21009057	2	'Class II combustible liquid'@en
Q21009056	2	'Class IC flammable liquid'@en
Q209741	2	'programme music'@en
Q20968950	2	'performance series'@en
Q2094951	2	'spade'@en
Q20937557	2	'series'@en
Q209225	2	'national liberation movement'@en
Q20897549	2	'art institution'@en
Q20858006	2	'federal law enforcement agency of the United States'@en
Q208569	2	'studio album'@en
Q208500	2	'principality'@en
Q20830276	2	'group of mythical characters'@en
Q20820018	2	
Q2080967	2	'salutation'@en
Q208030	2	'mudra'@en
Q207869	2	'epithet'@en
Q207822	2	'packaging and labeling'@en
Q20742825	2	'cultural depiction'@en
Q207264	2	'Fermat number'@en
Q207170	2	'office suite'@en
Q20679540	2	'cinema chain'@en
Q2066623	2	'Passions'@en
Q20644555	2	'fantasy genre'@en
Q20642011	2	'guerrilla movement'@en
Q206361	2	'concern'@en
Q2061186	2	'religious order'@en
Q2055880	2	'passenger ship'@en
Q205178	2	'child prodigy'@en
Q203904	2	'Middle-earth elf'@en
Q203441	2	'Armenia in the Eurovision Song Contest'@en
Q202871	2	'emulator'@en
Q202435	2	'lieutenancy area of Scotland'@en
Q20225034	2	'unfinished novel'@en
Q20202352	2	'locality of Mexico'@en
Q2016626	2	'power trio'@en
Q20155966	2	'XML-based format'@en
Q20086263	2	'Game of Thrones character'@en
Q20086260	2	'A Song of Ice and Fire character'@en
Q20074337	2	'auto racing team'@en
Q20027953	2	'aircraft functional class'@en
Q200141	2	'necropolis'@en
Q1998962	2	'beer style'@en
Q1993624	2	'spectroscopic binary star'@en
Q1990975	2	'hexagonal pyramidal number'@en
Q19899465	2	'former church'@en
Q1989945	2	'agrotown'@en
Q19838114	2	'fictional mountain'@en
Q19832486	2	'locomotive class'@en
Q19832479	2	'vessel class'@en
Q1980247	2	'chapter'@en
Q1973927	2	'punch'@en
Q1968435	2	'national cuisine'@en
Q19509097	2	'cigarette brand'@en
Q193977	2	'music video'@en
Q193955	2	'hardback'@en
Q193291	2	'spirit'@en
Q19324463	2	'fictional child'@en
Q192581	2	'job'@en
Q1924249	2	'measurand'@en
Q192299	2	'county of Norway'@en
Q1920219	2	'social issue'@en
Q19191604	2	'chamber music ensemble'@en
Q191600	2	'civil and political rights'@en
Q19097	2	'sect'@en
Q190899	2	'centered hexagonal number'@en
Q190893	2	'centered cube number'@en
Q190891	2	'centered pentagonal number'@en
Q19020	2	'Academy Awards'@en
Q1898047	2	'Marian devotions'@en
Q18918041	2	'municipality of West Bengal'@en
Q18888037	2	'U.S. state motto'@en
Q1887898	2	'activist group'@en
Q188443	2	'micronation'@en
Q18783400	2	'genre of sculpture'@en
Q18706315	2	'hypothetical entity'@en
Q18703581	2	'game on cell board'@en
Q18691601	2	'ward of Tanzania'@en
Q186875	2	'Mersenne prime'@en
Q18654742	2	'pizzeria chain'@en
Q186509	2	'mathematical constant'@en
Q18643213	2	'military equipment'@en
Q186165	2	'web portal'@en
Q186150	2	'fallacy'@en
Q186117	2	'timeline'@en
Q18602566	2	'book format'@en
Q185836	2	'age of a person'@en
Q18572946	2	'fictional space station'@en
Q18564289	2	'cultural heritage site in Slovenia'@en
Q18563360	2	'Quranic character'@en
Q18562479	2	'vital record'@en
Q18558301	2	'college sports team'@en
Q185583	2	'candy'@en
Q18535	2	'allegory'@en
Q18511800	2	'separation'@en
Q184826	2	'Vanir'@en
Q184558	2	'absolute monarchy'@en
Q183770	2	'Christian creed'@en
Q18328097	2	'courage award'@en
Q18327525	2	'fictional clone'@en
Q18327510	2	'fictional robot'@en
Q1827102	2	'religious war'@en
Q182547	2	'Roman province'@en
Q1825417	2	'moveable feast'@en
Q182406	2	'Okeanid'@en
Q182167	2	'vertical'@en
Q18195680	2	'shoe style'@en
Q181847	2	'cover band'@en
Q1815901	2	'electronic circuit'@en
Q1812439	2	'vinyl polymer'@en
Q18058299	2	'fictional castle'@en
Q1803829	2	'landscape type'@en
Q18011171	2	'unfinished or abandoned film project'@en
Q179805	2	'political philosophy'@en
Q179600	2	'spectral class'@en
Q179405	2	'reflex'@en
Q1791899	2	'cultural magazine'@en
Q178985	2	'ode'@en
Q1789452	2	'criterion'@en
Q1789202	2	'Fuzz'@en
Q1788992	2	'criminal organization'@en
Q178715	2	'rhyme'@en
Q1786517	2	'palo'@en
Q1783121	2	'organic matter'@en
Q1780072	2	
Q1779868	2	'combination drug'@en
Q1778613	2	'oxocarbon'@en
Q177716	2	'pogrom'@en
Q17736	2	'axiom'@en
Q17710986	2	'literary pentalogy'@en
Q1768043	2	'Metropolitan Statistical Area'@en
Q1762471	2	'rhetorical device'@en
Q1753063	2	'children\'s choir'@en
Q17505024	2	'space agency'@en
Q174736	2	'destroyer'@en
Q1743327	2	'сhurch college'@en
Q174211	2	'organic compound'@en
Q172754	2	'World\'s Fair'@en
Q17199338	2	'fictional continent'@en
Q17156793	2	'American football team'@en
Q17080472	2	'weight class'@en
Q1704572	2	'continuum'@en
Q17028492	2	'hypothetical technology'@en
Q17012118	2	'emergency population warning'@en
Q169207	2	'discrimination'@en
Q16858238	2	'train category'@en
Q16858213	2	'town in Romania'@en
Q1682108	2	'vision'@en
Q167037	2	'corporation'@en
Q1668024	2	'service on internet'@en
Q166620	2	'drainage basin'@en
Q166502	2	'seven deadly sins'@en
Q1660312	2	'major label'@en
Q165194	2	'application programming interface'@en
Q16510064	2	'sporting event'@en
Q163709	2	'satyr'@en
Q16333402	2	'English proverbs'@en
Q162875	2	'mausoleum'@en
Q162657	2	'neurotransmitter'@en
Q162602	2	'river island'@en
Q1624034	2	'adage'@en
Q1620186	2	'brain region'@en
Q1618549	2	'dimensionless unit'@en
Q16110	2	'region of Italy'@en
Q16103215	2	'boat type'@en
Q161	2	'fiber'@en
Q160742	2	'abbey'@en
Q160645	2	'orphanage'@en
Q1601291	2	'bypass rite'@en
Q15991290	2	'professional sports league'@en
Q15978876	2	'canonization status'@en
Q15974307	2	'Einheitsgemeinde of Germany'@en
Q159226	2	'alkyne'@en
Q15912738	2	'witch in the Oz universe'@en
Q15911738	2	'hydroelectric power station'@en
Q15900647	2	'conference series'@en
Q158970	2	'tort'@en
Q1589492	2	'King of the Gods'@en
Q15884100	2	'word puzzle'@en
Q1587799	2	'centered nonagonal number'@en
Q158438	2	'arch bridge'@en
Q15831576	2	'fundamental state of matter'@en
Q15831325	2	'class used in Universal Decimal Classification'@en
Q15727816	2	'painting series'@en
Q1572070	2	'youth organization'@en
Q15708422	2	'fictional energy'@en
Q15707563	2	'fictional automobile'@en
Q1570262	2	'unfinished building'@en
Q1569997	2	'hyperoperation'@en
Q1569856	2	'lunar deity'@en
Q156362	2	'winery'@en
Q15633582	2	'MediaWiki website'@en
Q15571255	2	'indigenous peoples of North America'@en
Q15524954	2	'voice banking'@en
Q1550643	2	'principle'@en
Q1548406	2	'national theatre'@en
Q1547148	2	'bugle call'@en
Q15404978	2	'gendered expression'@en
Q154	2	'alcoholic beverage'@en
Q1539016	2	'Christian worship'@en
Q15334	2	'municipality of Poland'@en
Q15331236	2	'fictional family'@en
Q15303456	2	'rugby union venue'@en
Q152574	2	'coat'@en
Q15253706	2	'like a city'@en
Q15239622	2	'disputed territory'@en
Q15222637	2	'unit of speed'@en
Q15221373	2	'fourth-class city'@en
Q15141321	2	'train service'@en
Q1512368	2	'indefinite legal concept'@en
Q15092344	2	'urban area in Norway'@en
Q15063611	2	'city in the state of New York'@en
Q15026	2	'chair'@en
Q1497384	2	'part of building'@en
Q14941854	2	'oil company'@en
Q1493054	2	'type of wood'@en
Q1485500	2	'tangible good'@en
Q1483833	2	'figure used in threatening children'@en
Q14784328	2	'state capital in Germany'@en
Q14770218	2	'cantonal capital of Switzerland'@en
Q14762300	2	'single-tier municipality'@en
Q1471432	2	'space laboratory'@en
Q147027	2	'thought experiment'@en
Q14639	2	'Trojan horse'@en
Q145134	2	'strictly non-palindromic number'@en
Q1449648	2	'tabloid'@en
Q1443933	2	'design studio'@en
Q1441762	2	'aspect ratio'@en
Q144	2	'dog'@en
Q14390508	2	'centered dodecahedral number'@en
Q14390192	2	'centered tetrahedral number'@en
Q1437459	2	'non-geologically related mountain range'@en
Q1437361	2	'form of art'@en
Q1433428	2	'battle cry'@en
Q14276458	2	'deck arch bridge'@en
Q1416251	2	'gossip magazine'@en
Q1414262	2	'piano trio'@en
Q14092	2	'gymnasium'@en
Q1402592	2	'island group'@en
Q1401522	2	'public holidays in Sweden'@en
Q1398645	2	'vocal quartet'@en
Q1391517	2	'Fachverband'@en
Q1385610	2	'excerpt'@en
Q13825533	2	'dodecahedral number'@en
Q1381899	2	'municipality of Vietnam'@en
Q1375749	2	'European City'@en
Q1371150	2	'hostage crisis'@en
Q1368848	2	'literary magazine'@en
Q1368086	2	'Active SETI'@en
Q1363599	2	'passenger train'@en
Q13587321	2	'unit of angle'@en
Q135010	2	'war crime'@en
Q1344963	2	'world championship'@en
Q13418847	2	'historical event'@en
Q13402009	2	'apartment building'@en
Q1335818	2	'supranational union'@en
Q1331083	2	'human subject research'@en
Q1323642	2	'transcontinental country'@en
Q1323212	2	'insurgency'@en
Q13226541	2	'human spaceflight program'@en
Q1318295	2	'narrative'@en
Q131559	2	'shield'@en
Q131557	2	'amulet'@en
Q131183	2	'cabaret'@en
Q1310653	2	'Swedish Royal Academies'@en
Q1310239	2	'component'@en
Q130825	2	'particle accelerator'@en
Q130003	2	'ski resort'@en
Q1298668	2	'research project'@en
Q12969754	2	'electromagnetic radiation'@en
Q1296819	2	'lawn game'@en
Q129558	2	'ocean current'@en
Q129372	2	'European Capital of Culture'@en
Q12870	2	'explosive material'@en
Q12772052	2	'multi-paradigm programming language'@en
Q1272194	2	'tile-based game'@en
Q1266031	2	'angel in Islam'@en
Q126351	2	'Autobot'@en
Q12617225	2	'religious literature'@en
Q1261571	2	'radio orchestra'@en
Q1255828	2	'controversy'@en
Q12518	2	'tower'@en
Q12503	2	'integer'@en
Q12443800	2	'state of India'@en
Q1238731	2	'Vigil'@en
Q1234255	2	'regional unit of Greece'@en
Q12334344	2	'legendary hero'@en
Q12189625	2	'Sufi terminology'@en
Q121750	2	'gas giant'@en
Q12042110	2	'steel bridge'@en
Q1200532	2	'repdigit'@en
Q1194951	2	'national sports team'@en
Q1194040	2	'Hindu scriptures and texts'@en
Q1192539	2	'medical terminology'@en
Q1190993	2	'solar term'@en
Q1188663	2	'Colonial Colleges'@en
Q1184244	2	'delict'@en
Q1180262	2	'residenz'@en
Q11773926	2	'ecclesiastical occupation'@en
Q1173065	2	'album'@en
Q1172903	2	'loch'@en
Q117205	2	'Montenegro in the Eurovision Song Contest'@en
Q11663	2	'weather'@en
Q1165838	2	'hexagonal number'@en
Q1164847	2	'dansband'@en
Q11635	2	'theatre'@en
Q11613006	2	'music manuscript'@en
Q11578774	2	'broadcasting program'@en
Q1157625	2	'daemon'@en
Q1156831	2	'umbrella organization'@en
Q1156686	2	'roof shape'@en
Q1156402	2	'reasoning'@en
Q1154710	2	'association football venue'@en
Q1151663	2	'novelty music'@en
Q1149305	2	'disposition'@en
Q1147395	2	'district of Turkey'@en
Q11461	2	'sound'@en
Q11460	2	'clothing'@en
Q11435	2	'liquid'@en
Q1140722	2	'drinking game'@en
Q1140316	2	'penal colony'@en
Q1137468	2	'aerial bomb'@en
Q1136846	2	'Sinfonia concertante'@en
Q1131296	2	'freguesia of Portugal'@en
Q11303163	2	'effects pedal'@en
Q1128637	2	'national symbol'@en
Q1107	2	'anime'@en
Q110550976	2	'Saqqara king'@en
Q110518305	2	
Q11016	2	'technology'@en
Q110013851	2	'type of theatrical work'@en
Q110009901	2	'postcode area'@en
Q109852002	2	'movement aid device'@en
Q109734237	2	'individual means of transport'@en
Q109645909	2	'astronomical object in the solar system'@en
Q109289221	2	'female duo'@en
Q109189047	2	'phenethylamine alkaloid'@en
Q10913792	2	'flammable gas'@en
Q10886944	2	'admirable number'@en
Q1088391	2	'rump state'@en
Q108709	2	'diminutive'@en
Q108676140	2	'audio content genre'@en
Q108377574	2	'Islamic religious occupation'@en
Q1081138	2	'historic site'@en
Q108065012	2	'radio character'@en
Q108040090	2	'music release type by format'@en
Q1079196	2	'command'@en
Q1078597	2	'artistic language'@en
Q1077857	2	'persona'@en
Q107736918	2	'series of concerts'@en
Q107679	2	'cliff'@en
Q1076022	2	'Mahavidya'@en
Q107478770	2	'document genre'@en
Q107390	2	'federated state'@en
Q107385595	2	'soundtrack album series'@en
Q1071027	2	'personal name'@en
Q10701048	2	'traffic law'@en
Q106905561	2	'financial statement metric'@en
Q10690215	2	'figure of speech'@en
Q1068842	2	'footbridge'@en
Q1066984	2	'financial centre'@en
Q1066538	2	'National Central City'@en
Q106517174	2	'Option municipality'@en
Q1063547	2	'voice type'@en
Q1062710	2	'municipality of Bolivia'@en
Q106192073	2	'superconducting element'@en
Q106071004	2	'town of New York'@en
Q105890973	2	'supernatural realm'@en
Q1058795	2	'body fluids'@en
Q105538253	2	'online shop'@en
Q10526681	2	'court chapel / court capella'@en
Q10519151	2	'honorary member'@en
Q1049467	2	'Rakshasa'@en
Q104782082	2	'territory outside RCM'@en
Q104624828	2	'book form'@en
Q104437412	2	'basketball terminology'@en
Q1044361	2	'Feistel cipher'@en
Q104027169	2	'anatomical system type'@en
Q10387689	2	'unit of power'@en
Q103817	2	'indigenous people'@en
Q103813668	2	'Circus apparatus'@en
Q10373548	2	'whisky distillery'@en
Q1025961	2	'capital of Japan'@en
Q1017546	2	'list of districts and neighborhoods of Los Angeles'@en
Q101430687	2	'spouse duo'@en
Q101408242	2	'filestore'@en
Q101244523	2	'upper secondary school'@en
Q100748418	2	'Wikimedia anime series discography'@en
Q100746750	2	'Wikimedia video game music discography'@en
Q100731037	2	'Native American organization'@en
Q100721610	2	'Wikimedia tv series soundtrack discography'@en
Q100707366	2	'Wikimedia talent show discography'@en
Q1006876	2	'borough in the United Kingdom'@en
Q100212002	2	'subjective quality'@en
Q100195948	2	'relative quality'@en
Q998672	1	'book fair'@en
Q99662445	1	'fictional extraterrestrial species'@en
Q99642674	1	'research unit'@en
Q99600509	1	'organic polymer'@en
Q995268	1	'F type'@en
Q99518990	1	'opening hours'@en
Q99292807	1	'delta-amino acid'@en
Q99250424	1	'septet'@en
Q992253	1	'confraternity'@en
Q98930503	1	'astrological concept'@en
Q98929991	1	'place'@en
Q98758865	1	'greyhound race'@en
Q987057	1	'Olympic mascot'@en
Q98658352	1	'higher education institution directly under Ministry of Education of the People’s Republic of China'@en
Q986177	1	'mediterranean sea'@en
Q98608879	1	'Wikimedia bootlegs discography'@en
Q98579904	1	'tractor brand'@en
Q98391050	1	'nuclear tests series'@en
Q98374631	1	'transport by country or region'@en
Q98216781	1	'recurring program segment'@en
Q98097118	1	'strategy for the iterated prisoner\'s dilemma'@en
Q980357	1	'grammatical category'@en
Q9779	1	'alphabet'@en
Q97669203	1	'macromolecular conformation'@en
Q976327	1	'romanization'@en
Q97430452	1	'performing arts industry'@en
Q97371819	1	'municipality of Nepal'@en
Q973560	1	'wooden roller coaster'@en
Q97118982	1	'501(c)(5) organization'@en
Q96943524	1	'health charity'@en
Q969040	1	'creative industries'@en
Q96789659	1	'fictional ape'@en
Q96758092	1	'type of regulation and control'@en
Q96754171	1	'light meal'@en
Q96634632	1	'psychology term'@en
Q9662	1	'kernel'@en
Q96575323	1	'special award'@en
Q9655	1	'artery'@en
Q96474711	1	'award for best choreography'@en
Q96474709	1	'award for best visual effects'@en
Q96474698	1	'award for best production design'@en
Q96474684	1	'award for best photography'@en
Q96440023	1	'secularized mosque'@en
Q9644	1	'joint'@en
Q96417649	1	'Among Us'@en
